la_code,la_name,date_code,measurement,units,value,type_of_tenure,household_type,age,gender,limiting_long_term_physical_or_mental_health_condition
S12000018,Inverclyde,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.23,All,Pensioners,All,All,All
S12000048,Perth and Kinross,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,Pensioners,All,All,All
S12000005,Clackmannanshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.54,All,All,16-34 years,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,35-64 years,All,All
S12000045,East Dunbartonshire,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.89,All,All,65 years and over,All,All
S12000021,North Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,All,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.55,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,35-64 years,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,16-64 years,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,Pensioners,All,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.52,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.51,All,All,65 years and over,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.73,All,Adults,All,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.79,All,With Children,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,Female,All
S12000005,Clackmannanshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24,All,All,65 years and over,All,All
S12000021,North Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.72,All,All,65 years and over,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,26.05,All,All,65 years and over,All,All
S12000010,East Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,Pensioners,All,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.4,Owned Mortgage/Loan,All,All,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.38,All,With Children,All,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,16-64 years,All,All
S12000030,Stirling,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.47,All,All,65 years and over,All,All
S12000030,Stirling,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.35,All,All,65 years and over,All,All
S12000020,Moray,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,All,65 years and over,All,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,Pensioners,All,All,All
S12000021,North Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,65 years and over,All,All
S12000023,Orkney Islands,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.87,All,All,65 years and over,All,All
S12000023,Orkney Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.59,All,All,65 years and over,All,All
S12000045,East Dunbartonshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.28,All,All,All,Female,All
S12000028,South Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,All,All,65 years and over,All,All
S12000042,Dundee City,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.15,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.88,All,With Children,All,All,All
S12000028,South Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,65 years and over,All,All
S12000029,South Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,All,65 years and over,All,All
S12000028,South Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,Adults,All,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,Pensioners,All,All,All
S12000034,Aberdeenshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.65,All,With Children,All,All,All
S12000034,Aberdeenshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.88,All,All,65 years and over,All,All
S12000033,Aberdeen City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,65 years and over,All,All
S12000033,Aberdeen City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,All,65 years and over,All,All
S12000033,Aberdeen City,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,All,65 years and over,All,All
S12000042,Dundee City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.76,All,All,All,Male,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.32,All,With Children,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.29,All,All,35-64 years,All,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.97,All,Adults,All,All,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,Pensioners,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.16,All,Pensioners,All,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.94,All,All,16-64 years,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,Pensioners,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.92,All,All,All,Male,All
S12000047,Fife,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,16-64 years,All,All
S12000027,Shetland Islands,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.28,All,All,65 years and over,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,65 years and over,All,All
S12000027,Shetland Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.55,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.83,Rented,All,All,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,All,65 years and over,All,All
S12000021,North Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,65 years and over,All,All
S12000045,East Dunbartonshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.18,All,All,All,Male,All
S12000026,Scottish Borders,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,65 years and over,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,All,16-64 years,All,All
S12000026,Scottish Borders,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,Adults,All,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.45,All,With Children,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,Adults,All,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.46,All,Pensioners,All,All,All
S12000041,Angus,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,All,All,All,All
S12000026,Scottish Borders,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,Pensioners,All,All,All
S12000028,South Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.41,All,All,16-64 years,All,All
S12000026,Scottish Borders,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,With Children,All,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.34,All,Adults,All,All,All
S12000040,West Lothian,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.13,All,All,All,All,All
S12000029,South Lanarkshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,Adults,All,All,All
S12000039,West Dunbartonshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.9,All,All,All,All,All
S12000042,Dundee City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.2,All,All,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.06,All,With Children,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,All,35-64 years,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,With Children,All,All,All
S12000028,South Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.68,All,With Children,All,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.11,All,All,65 years and over,All,All
S12000049,Glasgow City,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,All,All,65 years and over,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.75,All,All,65 years and over,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,35-64 years,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,All,All,All,All
S12000036,City of Edinburgh,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,16-64 years,All,All
S12000013,Na h-Eileanan Siar,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.19,All,All,16-34 years,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.54,All,All,65 years and over,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.98,All,All,16-34 years,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.37,All,All,16-34 years,All,All
S12000026,Scottish Borders,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.64,All,Adults,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.43,All,Pensioners,All,All,All
S12000014,Falkirk,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.46,All,All,65 years and over,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.98,All,All,16-34 years,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.4,All,All,35-64 years,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.79,All,All,All,All,All
S12000020,Moray,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,Pensioners,All,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.02,All,Pensioners,All,All,All
S12000020,Moray,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.78,All,With Children,All,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.01,All,Adults,All,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,Adults,All,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,With Children,All,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.9,All,Pensioners,All,All,All
S12000039,West Dunbartonshire,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,All,All,All
S12000045,East Dunbartonshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.41,All,All,All,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.81,Rented,All,All,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.52,All,All,16-34 years,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.44,All,Adults,All,All,All
S12000028,South Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.97,All,Adults,All,All,All
S12000040,West Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.72,All,All,All,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.82,Owned Mortgage/Loan,All,All,All,All
S12000027,Shetland Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,Pensioners,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,16-34 years,All,All
S12000027,Shetland Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,With Children,All,All,All
S12000028,South Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.49,All,Pensioners,All,All,All
S12000027,Shetland Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,Adults,All,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.09,All,Pensioners,All,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.78,Owned Outright,All,All,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,Owned Mortgage/Loan,All,All,All,All
S12000017,Highland,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,With Children,All,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.49,All,All,35-64 years,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.51,All,All,16-64 years,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.71,All,Adults,All,All,All
S12000018,Inverclyde,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.5,All,With Children,All,All,All
S12000041,Angus,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.82,All,Pensioners,All,All,All
S12000042,Dundee City,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.13,All,Adults,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.79,All,All,16-64 years,All,All
S12000047,Fife,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,Pensioners,All,All,All
S12000045,East Dunbartonshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.07,All,Adults,All,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.65,All,All,16-34 years,All,All
S12000027,Shetland Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S12000041,Angus,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.56,All,With Children,All,All,All
S12000042,Dundee City,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,All,All,All,All
S12000018,Inverclyde,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.73,All,All,35-64 years,All,All
S12000045,East Dunbartonshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.28,All,Pensioners,All,All,All
S12000047,Fife,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.08,All,Adults,All,All,All
S12000047,Fife,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,With Children,All,All,All
S12000034,Aberdeenshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,16-64 years,All,All
S12000018,Inverclyde,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.23,All,All,16-34 years,All,All
S12000048,Perth and Kinross,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.97,All,With Children,All,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,All,All,All,All
S12000048,Perth and Kinross,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.77,All,Adults,All,All,All
S12000010,East Lothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.65,All,All,65 years and over,All,All
S12000035,Argyll and Bute,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,All,16-64 years,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.74,All,All,All,All,All
S12000008,East Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.32,All,All,16-34 years,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,16-34 years,All,All
S12000010,East Lothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.44,All,All,35-64 years,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.4,All,All,16-64 years,All,All
S12000005,Clackmannanshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.64,All,All,35-64 years,All,All
S12000011,East Renfrewshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.98,All,All,16-34 years,All,All
S12000010,East Lothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.87,All,All,16-34 years,All,All
S12000042,Dundee City,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.61,All,Pensioners,All,All,All
S12000028,South Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,All,All,All,All
S12000049,Glasgow City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,All,Female,All
S12000045,East Dunbartonshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,With Children,All,All,All
S12000042,Dundee City,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.44,All,With Children,All,All,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,All,All
S12000008,East Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.54,All,All,65 years and over,All,All
S12000008,East Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.76,All,All,35-64 years,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.55,All,All,65 years and over,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.33,All,All,16-34 years,All,All
S12000013,Na h-Eileanan Siar,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.41,All,All,65 years and over,All,All
S12000005,Clackmannanshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,16-64 years,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.47,All,All,35-64 years,All,All
S12000026,Scottish Borders,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.08,All,All,16-34 years,All,All
S12000008,East Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.97,All,All,All,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.49,All,All,16-34 years,All,All
S12000011,East Renfrewshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.28,All,All,65 years and over,All,All
S12000014,Falkirk,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.13,All,All,16-34 years,All,All
S12000018,Inverclyde,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,All,All,All
S12000011,East Renfrewshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.72,All,All,35-64 years,All,All
S12000013,Na h-Eileanan Siar,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,35-64 years,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,35-64 years,All,All
S12000014,Falkirk,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,All,35-64 years,All,All
S12000010,East Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,All,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,All,All,All
S12000021,North Ayrshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.69,All,All,16-64 years,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.84,All,All,16-34 years,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,All,35-64 years,All,All
S12000020,Moray,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.4,All,All,35-64 years,All,All
S12000020,Moray,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.85,All,All,16-34 years,All,All
S12000049,Glasgow City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.12,All,All,16-34 years,All,All
S12000020,Moray,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.86,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.9,All,All,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.21,All,All,35-64 years,All,All
S12000049,Glasgow City,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,All,All,All
S12000023,Orkney Islands,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.82,All,All,65 years and over,All,All
S12000019,Midlothian,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,65 years and over,All,All
S12000038,Renfrewshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.06,All,All,16-64 years,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.32,All,All,35-64 years,All,All
S12000008,East Ayrshire,2014,Mean,SWEMWBS Score,23.89,All,All,All,Male,All
S12000030,Stirling,2014,Mean,SWEMWBS Score,25.48,Owned Outright,All,All,All,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,25.57,Owned Outright,All,All,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,25.46,All,All,35-64 years,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,23.71,Rented,All,All,All,All
S12000033,Aberdeen City,2014,Mean,SWEMWBS Score,24.45,All,All,16-64 years,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.46,All,All,All,Male,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.25,All,All,All,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,24.67,Owned Outright,All,All,All,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,24.96,Owned Mortgage/Loan,All,All,All,All
S12000006,Dumfries and Galloway,2015,Mean,SWEMWBS Score,24.03,All,All,16-64 years,All,All
S12000035,Argyll and Bute,2014,Mean,SWEMWBS Score,25.65,All,All,16-64 years,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.12,Owned Outright,All,All,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,22.43,Rented,All,All,All,All
S12000047,Fife,2014-2017,Mean,SWEMWBS Score,24.49,All,All,All,All,All
S12000018,Inverclyde,2014,Mean,SWEMWBS Score,24.76,Owned Outright,All,All,All,All
S12000017,Highland,2014,Mean,SWEMWBS Score,24.55,Rented,All,All,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,24.15,All,With Children,All,All,All
S12000005,Clackmannanshire,2014,Mean,SWEMWBS Score,24.1,All,All,All,Male,All
S12000026,Scottish Borders,2014,Mean,SWEMWBS Score,23.97,Rented,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.94,Owned Outright,All,All,All,All
S12000010,East Lothian,2014,Mean,SWEMWBS Score,25.11,All,All,16-64 years,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.19,All,All,35-64 years,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,24.86,Owned Outright,All,All,All,All
S12000014,Falkirk,2014,Mean,SWEMWBS Score,23.77,All,Adults,All,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,24.06,All,All,All,Female,All
S12000041,Angus,2014,Mean,SWEMWBS Score,24.92,All,All,16-34 years,All,All
S12000049,Glasgow City,2015,Mean,SWEMWBS Score,23.79,All,All,All,All,All
S12000041,Angus,2014,Mean,SWEMWBS Score,24.39,All,All,35-64 years,All,All
S12000006,Dumfries and Galloway,2014,Mean,SWEMWBS Score,24.1,All,All,All,Female,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,24.63,Rented,All,All,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,27.21,Owned Outright,All,All,All,All
S12000023,Orkney Islands,2014,Mean,SWEMWBS Score,27.29,Owned Mortgage/Loan,All,All,All,All
S12000045,East Dunbartonshire,2014,Mean,SWEMWBS Score,24.02,All,All,16-34 years,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,25.67,Owned Mortgage/Loan,All,All,All,All
S12000027,Shetland Islands,2014,Mean,SWEMWBS Score,24.33,Rented,All,All,All,All
S12000049,Glasgow City,2014,Mean,SWEMWBS Score,25.29,Owned Mortgage/Loan,All,All,All,All
S12000028,South Ayrshire,2014,Mean,SWEMWBS Score,24.24,Owned Mortgage/Loan,All,All,All,All
S12000021,North Ayrshire,2014,Mean,SWEMWBS Score,22.08,Rented,All,All,All,All
